"","X16.cell","late.blastocyst","late.blastocyst.1","X8.cell","early.blastocyst","X16.cell.1","mid.2.cell","X8.cell.1","mid.blastocyst","late.blastocyst.2","early.2.cell","mid.blastocyst.1","early.blastocyst.1","mid.blastocyst.2","mid.blastocyst.3","mid.blastocyst.4","early.2.cell.1","X16.cell.2","X8.cell.2","early.blastocyst.2","early.blastocyst.3","mid.blastocyst.5","mid.blastocyst.6","late.2.cell","mid.blastocyst.7","late.blastocyst.3","X4.cell","early.blastocyst.4","X16.cell.3","mid.blastocyst.8","late.blastocyst.4","early.blastocyst.5","mid.blastocyst.9","X4.cell.1","X16.cell.4","X8.cell.3","X8.cell.4","mid.blastocyst.10","X16.cell.5","X8.cell.5","X8.cell.6","early.blastocyst.6","mid.blastocyst.11","X16.cell.6","X8.cell.7","early.blastocyst.7","early.2.cell.2","X4.cell.2","early.blastocyst.8","early.2.cell.3","X16.cell.7","early.blastocyst.9","mid.blastocyst.12","X4.cell.3","late.2.cell.1","early.blastocyst.10","X16.cell.8","mid.2.cell.1","mid.blastocyst.13","X4.cell.4","X4.cell.5","mid.blastocyst.14","early.blastocyst.11","X8.cell.8","late.blastocyst.5","mid.blastocyst.15","zygote","early.blastocyst.12","early.blastocyst.13","mid.blastocyst.16","X16.cell.9","mid.blastocyst.17","early.blastocyst.14","mid.blastocyst.18","mid.blastocyst.19","mid.blastocyst.20","X16.cell.10","mid.2.cell.2","X16.cell.11","mid.blastocyst.21","X16.cell.12","late.blastocyst.6","X16.cell.13","X16.cell.14","X8.cell.9","X8.cell.10","X16.cell.15","mid.blastocyst.22","early.blastocyst.15","early.blastocyst.16","late.blastocyst.7","mid.blastocyst.23","mid.2.cell.3","X16.cell.16","late.blastocyst.8","X8.cell.11","late.blastocyst.9","late.blastocyst.10","mid.blastocyst.24","X16.cell.17","early.blastocyst.17","early.2.cell.4","X8.cell.12","early.blastocyst.18","X16.cell.18","late.2.cell.2","mid.2.cell.4","X8.cell.13","early.2.cell.5","mid.2.cell.5","X16.cell.19","X16.cell.20","late.blastocyst.11","X8.cell.14","X16.cell.21","mid.blastocyst.25","early.blastocyst.19","mid.blastocyst.26","X8.cell.15","X16.cell.22","late.2.cell.3","X16.cell.23","mid.2.cell.6","X8.cell.16","early.blastocyst.20","late.blastocyst.12","mid.blastocyst.27","X16.cell.24","late.blastocyst.13","late.blastocyst.14","X8.cell.17","X4.cell.6","X16.cell.25","late.blastocyst.15","X16.cell.26","X4.cell.7","X8.cell.18","X8.cell.19","mid.blastocyst.28","X8.cell.20","early.blastocyst.21","X8.cell.21","X8.cell.22","X16.cell.27","X8.cell.23","X8.cell.24","X16.cell.28","mid.blastocyst.29","X8.cell.25","late.blastocyst.16","late.blastocyst.17","mid.blastocyst.30","late.2.cell.4","X8.cell.26","X16.cell.29","X16.cell.30","early.blastocyst.22","zygote.1","mid.blastocyst.31","mid.blastocyst.32","mid.blastocyst.33","late.2.cell.5","X8.cell.27","mid.blastocyst.34","mid.blastocyst.35","X16.cell.31","X8.cell.28","X16.cell.32","X8.cell.29","X8.cell.30","X8.cell.31","X16.cell.33","late.blastocyst.18","X16.cell.34","X16.cell.35","X16.cell.36","X4.cell.8","early.blastocyst.23","mid.blastocyst.36","X16.cell.37","X16.cell.38","X4.cell.9","X8.cell.32","early.blastocyst.24","mid.blastocyst.37","X8.cell.33","X16.cell.39","X16.cell.40","early.blastocyst.25","X8.cell.34","mid.blastocyst.38","mid.blastocyst.39","mid.2.cell.7","zygote.2","mid.blastocyst.40","mid.blastocyst.41","late.blastocyst.19","X16.cell.41","mid.blastocyst.42","mid.2.cell.8","late.blastocyst.20","late.blastocyst.21","early.blastocyst.26","early.blastocyst.27","early.blastocyst.28","mid.blastocyst.43","X16.cell.42","mid.blastocyst.44","mid.blastocyst.45","mid.blastocyst.46","zygote.3","early.blastocyst.29","mid.blastocyst.47","late.blastocyst.22","late.blastocyst.23","early.2.cell.6","late.2.cell.6","X8.cell.35","X16.cell.43","X8.cell.36","early.blastocyst.30","X8.cell.37","late.2.cell.7","mid.2.cell.9","late.blastocyst.24","mid.blastocyst.48","X4.cell.10","X16.cell.44","mid.blastocyst.49","mid.blastocyst.50","early.blastocyst.31","late.blastocyst.25","mid.blastocyst.51","mid.blastocyst.52","early.blastocyst.32","X16.cell.45","mid.blastocyst.53","X16.cell.46","mid.2.cell.10","late.blastocyst.26","early.blastocyst.33","X4.cell.11","early.blastocyst.34","X8.cell.38","X16.cell.47","X16.cell.48","X8.cell.39","X16.cell.49","late.2.cell.8","X4.cell.12","X16.cell.50","mid.blastocyst.54","X8.cell.40","X4.cell.13","late.blastocyst.27","early.blastocyst.35","mid.blastocyst.55","mid.2.cell.11","mid.blastocyst.56","X16.cell.51","X16.cell.52","early.blastocyst.36","mid.blastocyst.57","early.blastocyst.37","X8.cell.41","early.blastocyst.38","X8.cell.42","X16.cell.53","X8.cell.43","X16.cell.54","X16.cell.55","X8.cell.44","early.blastocyst.39","mid.blastocyst.58","mid.blastocyst.59","late.blastocyst.28","X8.cell.45","early.2.cell.7","X16.cell.56","X16.cell.57","early.blastocyst.40","late.blastocyst.29","early.blastocyst.41","early.blastocyst.42","late.2.cell.9","X8.cell.46"
"Zscan4c",0,0,0,0,0,0,978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,958,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,31,0,0,0,72,387,0,0,200,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,340,0,0,0,0,0,0,0,0,4,0,0,0,2438,85,0,1,228,0,0,0,0,0,0,0,0,0,0,727,0,123,0,0,0,0,0,0,0,0,38,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2037,0,0,0,0,0,0,0,0,1456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1455,3,0,0,0,0,2037,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237,0,0,0,0,0,0,0,0,0,4900,5,0,0,0,0,0,0,0,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,772,0
"Ccdc125",0,0,0,0,2,0,38,0,0,0,6,1,0,0,30,0,0,0,1,0,0,0,0,702,1,0,9,0,0,0,0,0,0,117,0,0,3,0,0,0,0,0,0,0,1,0,0,60,0,0,0,0,0,65,2330,1,0,408,0,160,86,112,0,21,0,0,0,1,0,0,0,0,0,0,0,0,0,301,0,0,0,1,1,0,0,10,65,0,0,0,0,0,636,0,0,0,0,0,0,0,0,0,0,0,0,2025,130,0,0,80,0,0,0,0,0,0,0,0,0,0,1323,1,78,3,0,0,0,0,0,0,4,185,0,0,0,584,0,136,0,0,0,0,0,0,0,1,0,0,21,0,0,0,479,0,0,0,0,0,0,0,0,1252,0,2,0,0,0,0,0,0,35,0,0,641,0,0,399,0,0,0,0,7,400,0,1,0,0,0,1,1,0,1,183,0,0,0,0,0,0,148,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,818,0,0,0,0,1,3374,238,0,0,57,0,0,0,0,0,0,0,0,0,0,0,84,0,0,276,0,47,1,0,57,0,202,164,0,1,0,548,0,1,0,255,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4946,97
"Alkbh5",53,329,85,217,858,901,5495,15,404,1744,10618,791,424,224,398,1177,8587,328,305,1114,1243,193,155,13413,823,708,1866,2008,2367,0,1524,901,637,978,531,69,77,409,5,254,953,1500,19,147,86,2266,7955,1213,2310,4420,520,182,1141,1574,20591,925,4,3822,426,3397,3309,1316,514,645,274,1232,31098,1316,1853,1571,2,954,448,350,886,1213,586,4519,356,1135,1582,2756,472,1132,70,166,141,1533,346,1119,465,42,4843,791,1,69,989,1270,1306,372,183,4739,254,689,56,7688,1415,1595,12330,3413,440,708,424,147,558,928,396,1335,154,247,14531,738,1886,445,18,736,7,588,294,1146,1052,1064,693,282,1072,420,14,276,677,567,2018,667,452,610,233,31,763,505,121,1872,874,724,4607,1855,519,742,12,21011,5,794,20,13338,41,131,207,684,525,488,66,1336,598,18172,1072,147,1533,174,2327,930,556,72,710,1854,2177,794,675,702,731,282,1288,208,746,898,1906,13490,1535,491,1022,1226,3,2571,1610,400,814,531,464,505,304,457,337,521,23395,2456,286,2812,1239,6512,11753,156,201,360,276,454,18440,2612,578,308,2182,316,14,743,741,734,1122,93,727,778,545,2771,2682,291,4687,1306,611,575,517,445,367,1364,12067,1142,1341,1518,1358,3210,2220,1827,1940,1587,1034,512,1158,373,0,726,277,2249,1163,1766,331,391,1463,679,572,20,142,1528,198,7417,1067,1422,1150,217,912,517,19860,179
"Esrp1",0,122,79,304,1,29,1508,11,1,3,12166,0,83,41,683,0,5797,97,53,1001,187,79,59,6764,0,3,336,491,441,1,1883,1616,0,109,905,714,56,968,0,52,1,3,5,283,55,0,7453,7,644,3436,1171,0,106,899,10978,2441,5,1550,12,431,303,623,1935,61,121,941,16894,2,480,0,0,1,175,558,1687,1312,0,2709,226,47,181,6,1,248,441,35,0,678,31,1158,598,593,2604,1218,0,142,963,596,1472,1893,0,4508,1260,539,10,5115,1008,486,11442,1530,296,981,2212,171,77,787,267,813,203,481,5404,28,476,21,110,10,532,618,143,751,319,262,83,21,754,81,104,79,0,34,1033,285,3,217,83,16,27,0,159,35,183,1947,5644,915,332,0,109,16117,639,31,5,3894,34,2837,258,74,14,277,425,75,57,3329,309,213,1219,1,898,122,0,109,0,645,12,601,2294,114,801,2,614,63,2472,1318,1378,7628,1079,1,2846,1403,23,679,130,787,411,866,433,0,360,2,40,262,19155,12,219,17,1145,5121,1952,80,2,130,3485,5,6743,1308,1801,750,744,388,1,495,101,436,0,6,455,48,0,0,966,0,0,1324,958,59,305,13,84,309,10700,939,1,708,550,27,1017,1086,61,650,0,34,1216,686,573,10,14,4577,231,1,233,22,0,1143,1,771,0,61,56,8747,264,986,901,47,0,765,4064,380
"Ccrn4l",0,314,1176,499,5,719,4006,0,1652,411,15996,846,0,39,474,2,8111,3,793,121,816,696,32,10351,428,1,2118,80,882,2,9,189,297,400,356,546,16,209,0,530,397,2114,855,2,925,1062,7228,35,209,6850,559,1,625,636,16740,135,555,2250,32,1308,3095,1206,801,555,178,2882,17208,1,231,242,0,1207,21,216,1,2064,0,2022,1446,358,690,2,775,658,304,351,97,1317,0,0,526,826,1747,2,4395,0,1240,1135,1299,158,788,9255,599,1838,27,8173,672,713,11165,2268,164,0,2495,64,10,2580,170,1296,180,305,18034,1796,639,771,1,13,877,1129,1288,513,695,2350,498,338,734,526,32,279,639,738,1,309,149,1081,216,9,0,2523,175,36,880,1525,14863,724,921,666,1,15593,1303,501,127,12055,1,3433,0,688,1,976,1404,2196,1020,0,738,8,1402,521,1104,138,954,346,373,6046,363,0,1504,465,790,822,1693,42,367,19,1368,10064,865,79,0,2478,0,1090,68,188,478,892,1,799,1236,970,776,409,15455,819,0,991,788,4925,20016,576,446,392,3,187,15742,2008,175,696,960,510,89,2,1186,165,1398,1552,67,780,0,0,1846,17,0,9,504,616,255,607,228,795,12476,1107,588,995,126,2052,608,0,161,1080,314,543,175,0,948,198,0,2,308,271,1663,1599,5,773,899,189,0,2,86,7611,392,71,1510,245,16,468,13515,545
"Slc10a6",0,0,0,174,0,14,251,1,0,0,644,0,0,0,7,0,101,0,91,0,0,0,0,443,0,0,33,0,81,0,0,0,0,256,137,0,1,0,0,965,36,0,0,0,1,0,366,0,11,103,69,0,0,76,2694,0,0,263,0,3,115,0,0,284,0,4,1076,0,0,186,0,0,0,0,0,0,151,414,4,0,0,0,149,0,189,34,308,0,0,0,0,0,284,0,0,0,0,0,0,0,0,148,21,0,0,4785,272,3,521,302,0,131,0,1,0,248,0,0,0,4,1212,73,320,0,0,0,0,0,0,0,92,378,89,0,0,387,0,223,0,0,0,205,236,0,114,0,0,0,0,0,0,0,2507,0,0,19,0,668,0,0,0,2650,1,0,0,0,159,2,1,0,0,0,0,0,0,0,0,0,0,0,0,827,0,0,0,0,0,0,0,2,0,0,626,119,0,0,0,0,0,31,0,0,0,1,0,0,0,0,0,0,560,0,0,0,0,140,3802,0,749,649,0,98,1624,597,0,0,9,0,0,0,0,0,0,0,0,0,0,0,37,0,0,12,611,7,0,0,43,1,4126,2,99,0,0,682,0,0,0,96,0,277,0,0,0,0,6,0,572,45,336,0,0,12,0,0,0,0,47,52,180,0,0,0,0,0,5961,708
"6230409E13Rik",0,0,0,0,0,0,9,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,804,0,0,189,0,0,0,0,0,0,79,21,0,0,429,0,1748,13,0,0,0,0,0,26,381,0,165,0,0,0,0,4640,0,0,0,43,60,352,0,0,0,0,1,146,0,213,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,48,121,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,56,0,0,0,2,0,105,8,0,0,0,0,32,0,0,1,0,0,0,1240,5,0,0,2,1,0,0,0,3,159,184,0,0,0,3,0,0,0,0,0,0,941,0,0,0,0,0,0,0,323,0,0,0,1,0,0,25,3,0,0,318,0,0,0,0,0,0,113,0,0,0,0,0,0,0,207,0,0,0,0,182,1,0,0,0,0,0,0,2,0,1,0,115,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,14,87,0,0,0,0,8,4,0,0,0,0,1,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,0,0,0,0,0,0,0,0,1,0,9,0,0,0,0,32,0,0,0,0,0,0,0,0,29,0,105,139,0,0,0,1,0,0,0,56,0,0,0,0,0,489,3333,0
"Sh3pxd2a",0,49,487,1,121,0,100,0,103,0,3005,0,66,0,0,0,1199,0,0,0,0,0,3,1794,0,0,7,0,162,0,72,109,0,224,0,2,4,0,0,68,0,0,0,0,0,0,2032,0,0,870,0,0,2,241,3551,0,1,393,0,251,405,0,0,3,9,215,5590,0,0,0,0,0,0,4,0,0,1,414,0,0,0,49,0,170,0,0,0,0,0,0,204,0,571,30,0,34,0,17,0,0,0,1103,0,0,1,1861,140,0,2927,207,0,0,0,0,58,6,9,0,7,73,1265,229,284,0,0,224,106,0,118,3,0,545,0,0,0,1,0,0,0,6,0,0,12,56,37,1,2,0,4,69,5,0,482,6,0,0,0,4296,0,0,0,2308,1,0,0,0,0,0,59,17,0,0,0,0,0,0,0,17,0,73,0,570,56,0,0,0,0,0,306,0,0,0,172,2337,0,0,0,2,0,98,1,7,0,150,0,0,0,0,0,8,6140,0,0,0,0,1170,70,129,0,517,0,5,523,401,0,0,85,94,0,0,1,0,0,0,0,78,0,0,176,0,0,10,226,0,10,0,0,0,726,394,1,0,1,57,6,0,4,524,1,0,1,0,2,0,0,0,0,0,0,2,0,0,0,2,0,51,0,1508,434,399,1,0,0,50,1350,2
"Rest",369,248,0,1451,265,483,5219,48,2871,42,10698,526,981,48,347,3987,5326,712,286,211,207,2482,275,17766,3303,449,1769,3345,1233,495,334,441,3746,1536,1053,3752,406,712,676,1427,3162,622,237,1750,1695,195,6408,2962,3455,4432,1319,101,1390,1137,26881,979,1454,3438,1066,1225,2319,1261,928,1830,856,1666,15480,2465,2,2555,492,1407,3276,1098,0,1568,88,3469,957,275,1411,3,940,725,590,1263,1370,1202,10,1,225,1689,2097,2773,4086,40,229,331,1615,2298,1696,3138,1888,2221,320,31434,1691,3142,9396,2804,144,1395,498,479,3852,1744,1647,500,905,1388,30027,2034,2890,1749,826,89,263,3981,2417,1520,2252,2725,678,89,320,2743,910,1166,1182,1797,278,2471,2289,1241,1377,202,5221,729,1623,515,2519,587,28378,2592,1912,475,2,10438,1123,5,285,27447,245,1616,236,1645,3206,2055,1809,6545,1176,12062,2833,1035,2608,275,2334,1098,874,1486,0,5379,4164,2230,3510,1289,1047,491,1,371,1145,2371,2284,7959,1575,1478,63,3113,290,1909,64,819,2419,687,1261,1579,2530,1122,2004,3605,15994,2055,2774,784,804,4183,29307,5165,184,6841,127,1700,24413,1797,1398,847,2056,918,24,1534,936,213,4489,2538,2091,2318,1956,3183,2125,3038,1,223,2734,1584,2229,3411,1878,646,37185,2954,222,881,2104,3119,502,1106,4614,3095,142,1030,2818,793,0,1324,346,2464,1182,1989,2919,1094,1668,3329,394,1258,963,1812,808,5634,3061,2428,862,0,1013,1559,34888,1826
"Arih1",1753,159,635,1369,5892,357,3428,2,1737,673,9226,686,97,3032,546,1335,5302,341,445,1764,1481,1919,661,15434,1550,485,2476,120,1562,1843,1811,1024,753,701,945,1392,4,1816,0,802,1261,645,47,1907,1072,3528,5181,2377,1994,4040,1628,22,1385,3247,26213,0,9,3414,1134,1490,3960,1604,9,57,380,2267,12885,1,14,739,0,3690,463,805,0,745,1657,5346,3600,111,1391,2331,562,542,59,10,115,308,19,6515,672,180,4472,2241,1680,0,862,571,886,883,457,4322,1129,2410,5,16681,1097,1288,8221,3086,1422,1682,621,140,1404,1012,671,769,49,428,27349,2417,1912,922,0,0,34,3162,803,258,920,2614,816,203,624,2931,640,0,588,1720,53,528,1292,41,281,57,76,1079,102,1975,836,365,18372,1073,1351,455,1208,8864,709,57,15,27826,28,1,2633,202,22,1112,117,2695,67,1,1449,1483,484,1077,1711,1965,1322,653,135,6960,1556,376,980,2546,129,808,68,391,529,1040,5049,6706,1267,520,0,903,2736,1747,348,1599,817,494,1232,1129,2687,916,1340,691,12815,3081,385,1425,952,3464,19117,2020,99,1370,161,484,18300,3217,110,490,1905,405,46,130,815,446,3390,44,643,682,75,923,2856,0,0,792,861,1529,811,442,115,2207,17250,1476,351,448,344,3473,1452,8,805,1930,3,104,907,771,85,981,155,3380,1145,849,163,775,177,549,0,1022,893,658,0,5741,1269,49,713,153,1260,1369,28771,97
"Tcf20",1025,396,521,1432,1192,67,2761,13,567,478,4856,24,981,996,282,787,4215,1,286,278,169,191,147,11577,516,155,553,46,221,0,1136,301,814,1421,699,754,4,128,31,1383,754,281,63,786,1003,118,4409,905,426,2336,137,157,1228,1853,15924,44,37,2949,355,2715,1969,758,345,106,654,405,7001,2191,84,122,115,675,295,556,0,276,187,2778,859,290,402,0,21,262,66,21,204,1202,228,159,764,547,2347,461,151,0,199,1278,923,191,525,2896,291,1153,20,14349,1330,1085,6479,1915,71,287,333,115,95,289,393,1235,26,452,19160,357,1639,978,355,504,606,195,1067,770,1336,1860,224,1130,52,1547,341,10,444,464,137,317,775,233,654,54,445,318,120,490,325,430,13662,1182,3,69,1302,6215,46,556,299,16538,2,23,702,52,0,316,1392,1902,6,305,1041,270,285,176,2484,488,57,286,75,2573,1545,86,2755,1361,103,16,1040,421,2738,128,2384,4298,485,923,1467,498,3390,1366,279,1200,527,478,800,591,410,295,480,359,9730,878,321,673,987,2835,12252,356,75,1168,14,6,12192,3227,53,394,1314,491,21,580,271,2152,231,311,638,294,266,287,1852,4,32,1976,1023,1486,552,79,14,106,14135,1547,101,1092,2886,1105,1034,0,92,2514,241,296,251,32,513,801,7,1708,752,623,132,122,376,244,37,628,1669,3,15,3058,392,134,814,305,17,1437,23581,138
"Calr4",0,0,0,0,0,0,533,0,2,0,4016,0,363,22,25,0,2660,1,75,301,0,0,2,1869,1,0,477,18,237,0,0,0,151,177,0,63,0,190,0,122,0,0,1,24,131,0,3576,7,0,2296,0,0,2,0,2523,190,0,1619,0,10,16,1,0,0,0,572,6058,0,0,0,0,0,97,0,0,534,0,1538,0,1,0,0,0,0,0,28,44,2,0,0,0,0,539,0,0,0,0,0,0,0,0,2133,386,229,0,5041,445,31,5788,367,16,0,74,0,0,0,312,0,9,51,1877,6,326,183,0,0,0,36,0,0,0,619,194,0,0,19,0,0,269,0,0,136,736,0,0,4,48,0,30,0,301,1,3183,3,528,10,0,3603,0,0,5,8577,0,0,0,0,99,0,309,0,0,482,0,412,0,0,0,0,839,329,21,174,0,0,5,0,92,0,0,5,0,0,2534,3731,0,0,0,78,0,582,0,0,76,0,0,0,501,664,13,5,5554,0,0,0,0,2381,616,0,0,0,0,22,4023,3560,0,0,0,0,0,0,10,0,439,2,0,0,0,0,385,0,0,296,0,0,111,0,78,0,3925,17,0,47,45,64,3,6,0,503,0,0,0,1,0,0,1,0,0,0,0,231,0,213,0,721,0,0,35,4192,71,222,121,0,0,0,2824,0
"Taf4b",1,185,3,1062,124,1035,2975,126,1669,41,501,67,53,96,111,53,239,451,566,189,0,23,89,18971,819,974,1227,9,8,562,1043,235,285,1009,1,1477,136,176,2662,4640,1857,1002,0,370,1092,0,324,2815,1017,297,1007,32,1026,1884,6638,136,3,2082,1,2766,4401,253,910,912,8,185,701,0,9,254,781,196,437,1,0,0,283,2758,2381,1302,435,2,549,1098,89,279,394,0,21,1,285,774,1359,1170,320,208,351,396,2686,49,1198,223,2064,1,5,11298,731,1106,317,2190,375,16,172,216,476,362,120,226,270,119,11693,985,714,1101,0,80,424,2982,493,222,978,1971,462,854,347,1501,162,558,260,377,1429,1081,681,284,462,150,30,4011,357,153,352,996,18505,2769,251,182,712,247,109,4,40,12269,36,1,867,513,226,253,631,4034,761,0,546,911,171,1338,1756,1702,848,211,251,9604,1133,432,1828,2456,261,753,0,11,12,517,362,195,75,1655,1,1335,14,1230,0,1225,1630,218,38,406,1302,578,355,173,864,110,0,325,287,142,13710,3385,13,739,3022,1222,18665,163,546,2,2405,410,2,1505,0,441,645,3,545,454,1289,2731,1171,1,0,1420,2357,986,140,125,362,596,11526,4498,162,320,721,3140,712,61,752,902,3051,128,246,272,183,1,299,600,1521,1710,466,1245,1063,351,518,2606,583,1822,32,414,1423,593,579,61,585,583,19736,1015
"Prpf38a",3,304,625,1383,6615,638,4127,0,1055,2112,1737,0,837,39,494,1189,551,581,72,1477,2,1297,207,13854,669,960,1673,1174,854,629,1148,812,529,1505,1135,934,124,740,13,80,1774,920,1072,325,266,0,976,5960,2017,657,2431,177,856,2304,22251,1637,1211,1408,1,2192,3328,46,446,254,634,730,2184,2194,1391,1814,0,0,2092,652,1232,1557,3,1509,1768,516,590,4,1694,2215,88,119,848,705,16,0,472,661,2018,1732,1288,0,1536,1416,2806,980,1408,1395,275,184,91,10830,816,1253,1628,3089,678,2045,1208,351,23,308,655,812,298,336,22853,1407,295,602,90,198,157,81,821,584,759,2022,3,1604,299,1933,679,430,1003,1205,172,356,0,1263,100,110,1861,2447,266,1548,1073,337,16527,922,663,253,2525,1661,0,1234,1385,17591,35,172,1185,470,614,1886,589,251,295,0,980,1900,2613,0,4229,21,1212,929,234,4220,2490,1836,867,500,219,345,885,188,2210,798,360,844,2666,988,7,722,3469,1037,2,1218,680,365,928,1783,3651,1060,445,674,794,932,1350,75,1242,618,24868,1950,1,303,1532,429,26268,6,299,1298,1639,1054,0,0,1280,303,1017,2846,689,526,48,2146,835,1071,0,2241,1435,415,1049,2014,502,665,12683,1564,285,761,1495,2918,1285,10,1541,1238,287,1481,140,1326,312,1225,47,3292,678,485,716,738,0,826,1668,1760,1206,1360,160,1401,928,1754,1699,407,0,2966,18041,299
"Nptx2",0,0,0,17,0,0,190,0,0,0,950,0,0,0,0,0,156,0,0,0,0,0,0,178,0,0,61,0,0,0,0,92,0,50,140,0,0,123,0,0,0,1,0,0,0,0,383,0,0,50,0,0,0,4,1113,158,0,203,0,58,0,0,0,0,0,13,622,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,1,0,0,0,0,0,0,0,344,0,0,0,0,0,0,0,0,125,0,3,0,2440,70,26,866,500,0,0,0,0,0,0,0,0,66,0,1751,0,14,0,0,0,0,0,0,0,0,62,0,0,0,89,0,16,0,88,189,0,0,0,0,1,28,0,0,0,0,0,925,0,0,0,0,722,0,0,0,4231,0,0,1,43,0,0,1,0,0,208,0,0,0,1,216,0,0,0,0,0,0,0,0,0,0,39,0,1,0,0,60,227,0,0,0,0,0,314,0,0,0,120,0,0,0,0,0,3,574,7,0,0,0,211,708,63,0,0,0,0,674,88,0,0,67,1,0,0,0,0,0,0,0,57,0,0,469,0,0,2,0,0,0,2,0,0,507,228,0,0,0,62,0,0,0,174,0,0,0,0,0,22,0,0,0,0,0,394,0,0,0,0,0,0,0,190,4,0,0,0,257,0,5193,13
"Tmem173",0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,647,0,0,1362,0,0,0,0,0,0,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,15,0,0,0,0,333,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0,0,0,0,0,136,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,77,0,0,0,0,0,0,0,0,0,0,3326,1,42,0,0,0,0,0,0,0,0,1,3,0,0,51,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,0,0,0,1,31,2574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,145,1,0,0,356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,621,0
"Kif18a",0,108,0,974,5,1743,2044,61,995,0,3168,1,233,1403,276,2498,1244,16,1763,16,1016,513,82,12801,936,1154,782,1121,253,14,1412,219,932,2434,383,429,149,2267,0,736,2800,0,1,361,496,2017,1527,1676,888,1364,16,4,53,1550,12908,33,3499,1217,748,2618,4561,11,13,553,583,290,2705,0,0,161,0,0,898,395,0,5,196,594,298,1192,360,1,916,69,143,200,400,851,2,1,220,343,1481,146,2524,0,75,82,1012,505,0,2351,1817,3,64,10761,145,803,2762,1171,868,452,161,152,1024,785,440,1544,538,478,16258,801,325,163,1010,422,92,126,470,315,462,2370,277,1979,2042,3104,546,495,712,151,341,869,682,2,426,47,880,34,310,448,622,283,8550,783,415,747,1649,2602,2,1,242,10368,35,720,0,244,2322,1709,255,2656,283,0,2,82,377,855,1215,3120,1072,731,1555,6729,1461,3,4534,63,9,710,0,71,884,508,790,1487,0,308,6,1992,1,657,0,0,935,685,437,357,593,2361,509,318,2500,1874,2,14,174,657,12431,974,269,1112,0,407,22668,1857,79,32,2944,33,2,1426,22,0,879,1744,415,641,215,2813,825,2,0,1509,468,1614,987,862,364,598,11663,2864,1141,601,460,3660,1176,1669,944,172,0,574,100,1552,0,1886,160,810,641,941,2008,714,1,1609,2,14,722,4,100,2224,56,1298,709,77,2027,757,26251,1
